locus	CF39 Log2FoldChange_25vs37	CF39 padj_25vs37	CF39 Log2FoldChange_29vs37	CF39 padj_29vs37	gene	product	locusNumber
PROKKA_05011_sense	-0.48573077634746	0.0060460680327165	-0.587913536315727	0.00938862413171387	n/a	"putative cytochrome b"	PROKKA_05011
PROKKA_05013_sense	-0.483490376541729	0.0141387635097561	NA	NA	rpsI	"30S ribosomal protein S9"	PROKKA_05013
PROKKA_05014_antis	-1.04245987457494	0.0115203011239883	NA	NA	rplM	"50S ribosomal protein L13"	PROKKA_05014
PROKKA_05025_igbot	NA	NA	1.83470085769443	0.04286761349076	mltB1_2	"soluble and membrane-bound lytic transglycosylases"	PROKKA_05025
PROKKA_05032_sense	NA	NA	0.62655872994422	0.0172535771703579	n/a	"BolA family protein"	PROKKA_05032
PROKKA_05034_sense	1.09308326394009	6.27269369029538e-05	NA	NA	n/a	"anti-sigma-factor antagonist"	PROKKA_05034
PROKKA_05039_igbot	NA	NA	0.838320210607938	0.0277542070174273	n/a	"hypothetical protein"	PROKKA_05039
PROKKA_05042_antis	NA	NA	1.36006862080643	0.0168608325713546	lptC	"lipopolysaccharide ABC transporter permease LptC"	PROKKA_05042
PROKKA_05044_sense	-0.491400846490228	0.0307355532546636	NA	NA	braF_2	"branched-chain amino acid transport protein BraF"	PROKKA_05044
PROKKA_05046_igtop	0.490845843557312	0.0192623255920608	NA	NA	n/a	"putative ribosomal subunit interface protein"	PROKKA_05046
PROKKA_05048_sense	0.513062814553071	0.00441347802707782	NA	NA	glmZ	"protein GlmZ"	PROKKA_05048
PROKKA_05049_igtop	NA	NA	1.04708411982848	0.0107685755086782	n/a	"putative phosphoryl carrier protein"	PROKKA_05049
PROKKA_05053_sense	2.27436842753273	0.00316822225816585	2.45253835677715	0.00473346556464272	fumC1	"fumarate hydratase"	PROKKA_05053
PROKKA_05054_sense	2.626622628558	0.000775530655260078	2.47574488556996	0.00473346556464272	n/a	"FagA protein"	PROKKA_05054
PROKKA_05056_sense	-0.921701112322819	0.0072302521538457	NA	NA	n/a	"alpha helix protein"	PROKKA_05056
PROKKA_05060_sense	-0.777484898593205	3.27324160728598e-05	-0.684857458334036	0.00212137373465066	cafA	"cytoplasmic axial filament protein"	PROKKA_05060
PROKKA_05061_igbot	NA	NA	-0.823771242133062	0.047348897442091	n/a	"Maf-like protein"	PROKKA_05061
PROKKA_05068_sense	-1.34430576092419	0.0186343557619325	NA	NA	rlpA_2	"RlpA"	PROKKA_05068
PROKKA_05072_sense	NA	NA	-0.769422283146223	0.000904819771189576	magD	"MagD"	PROKKA_05072
PROKKA_05073_sense	NA	NA	-0.671606383460535	0.00939852430395293	magC	"MagC"	PROKKA_05073
PROKKA_05096_sense	1.17385296852509	0.0120652439210897	1.35722453604967	0.0165034099683191	n/a	"putative oxidoreductase"	PROKKA_05096
PROKKA_05097_sense	3.28588961655788	0.0126719939735645	3.432407602152	0.0161135673263844	foxA_6	"Ferrioxamine receptor FoxA"	PROKKA_05097
PROKKA_05098_sense	1.89057834006047	2.65321504269146e-06	1.6984909511285	0.000228020266114704	n/a	"putative hydroxylase"	PROKKA_05098
PROKKA_05099_sense	2.15178287924785	0.000159592270588042	1.86220319599245	0.00323943496335953	n/a	"Sel1 domain-containing protein"	PROKKA_05099
PROKKA_05100_sense	-0.683944526189488	0.0208685463926041	NA	NA	n/a	"membrane protein"	PROKKA_05100
PROKKA_05102_sense	-0.541133163305662	0.00213829657292059	NA	NA	speC	"ornithine decarboxylase"	PROKKA_05102
PROKKA_05110_igtop	0.849173259374756	2.21106093710486e-06	NA	NA	n/a	"ISPsy2 transposase"	PROKKA_05110
PROKKA_05110_sense	0.556767875135215	0.00157749818175384	NA	NA	n/a	"ISPsy2 transposase"	PROKKA_05110
PROKKA_05111_igbot	0.550542237152163	0.0116883923681538	NA	NA	pilA	"type 4 fimbrial precursor PilA"	PROKKA_05111
PROKKA_05111_sense	1.00273663524862	1.31034023559213e-10	1.08558302931324	1.71494187224968e-09	pilA	"type 4 fimbrial precursor PilA"	PROKKA_05111
PROKKA_05112_igbot	NA	NA	0.956671445067558	0.0231854160478851	pilB	"type 4 fimbrial biogenesis protein PilB"	PROKKA_05112
PROKKA_05112_igtop	0.74143159029568	0.022066358468434	NA	NA	pilB	"type 4 fimbrial biogenesis protein PilB"	PROKKA_05112
PROKKA_05112_sense	0.412704977539094	0.0299825442034493	NA	NA	pilB	"type 4 fimbrial biogenesis protein PilB"	PROKKA_05112
PROKKA_05126_igbot	0.551434581122667	0.0362313366752143	0.697473761348762	0.0203662038093635	cdrB_4	"cyclic diguanylate-regulated TPS partner B CdrB"	PROKKA_05126
PROKKA_05128_antis	NA	NA	-1.47373582966081	0.0138155715142219	soj_4	"chromosome partitioning protein Soj"	PROKKA_05128
PROKKA_05128_sense	3.55589547627243	2.04187924760002e-17	1.95922362889076	1.01354658562861e-06	soj_4	"chromosome partitioning protein Soj"	PROKKA_05128
PROKKA_05129_sense	5.25951644564489	2.87199065429824e-28	2.63066471140877	5.27241102395761e-18	n/a	"hypothetical protein"	PROKKA_05129
PROKKA_05130_sense	3.719348740458	4.93587264912439e-07	2.40465565559826	0.000409777462808498	n/a	"hypothetical protein"	PROKKA_05130
PROKKA_05131_sense	4.66924452522574	6.76737200770448e-28	2.49112417817967	2.39715487836628e-15	n/a	"hypothetical protein"	PROKKA_05131
PROKKA_05132_sense	4.98154724953519	6.47780752681677e-12	2.67724300569567	2.63774959812388e-08	n/a	"hypothetical protein"	PROKKA_05132
PROKKA_05133_sense	4.47838070598394	7.07048226185685e-05	3.5066831869108	0.000720469581351473	n/a	"hypothetical protein"	PROKKA_05133
PROKKA_05134_sense	4.26009259452688	4.05364036979338e-46	2.43623752270508	4.62611810078898e-23	n/a	"hypothetical protein"	PROKKA_05134
PROKKA_05135_sense	3.43708915574363	1.02010331787906e-09	2.42060325990093	4.2864218950774e-06	n/a	"hypothetical protein"	PROKKA_05135
PROKKA_05136_sense	4.18573589988027	6.86147598921882e-29	2.06603462231224	9.00735750468117e-13	dnaB_2	"replicative DNA helicase"	PROKKA_05136
PROKKA_05137_sense	2.09330708511547	5.18674890413293e-05	2.46644325217557	2.23403179177708e-05	n/a	"hypothetical protein"	PROKKA_05137
PROKKA_05138_igtop	2.3489941838987	3.2293058549465e-05	1.91670196957615	0.00129008333247645	n/a	"hypothetical protein"	PROKKA_05138
PROKKA_05140_sense	2.93197851647946	0.000536770620474514	2.882699815818	0.00289373641088075	n/a	"hypothetical protein"	PROKKA_05140
PROKKA_05141_sense	3.04161524007265	1.30552302979414e-06	1.63745627263423	0.0114932782591396	n/a	"hypothetical protein"	PROKKA_05141
PROKKA_05142_sense	4.2352715583622	0.00511359690806194	2.22673225918601	0.000720469581351473	n/a	"hypothetical protein"	PROKKA_05142
PROKKA_05143_antis	NA	NA	-3.27246683280244	0.00350872931268753	n/a	"nucleoid-associated protein NdpA"	PROKKA_05143
PROKKA_05143_sense	3.56358073081201	6.97817240821388e-15	1.99819480548122	1.15893918782247e-06	n/a	"nucleoid-associated protein NdpA"	PROKKA_05143
PROKKA_05144_sense	2.09491904678656	0.000286807578398628	NA	NA	amrZ_2	"alginate and motility regulator Z"	PROKKA_05144
PROKKA_05145_antis	-0.81617320561931	0.0258598252444511	-0.889419889564682	0.0368126923405438	n/a	"transcriptional regulator"	PROKKA_05145
PROKKA_05145_sense	0.945993705256164	0.000536770620474514	1.5413356413384	1.10552017238813e-09	n/a	"transcriptional regulator"	PROKKA_05145
PROKKA_05146_sense	2.67692111229331	2.32028846470281e-08	1.29936868294228	0.0103333142941429	n/a	"coproporphyrinogen III oxidase"	PROKKA_05146
PROKKA_05147_antis	NA	NA	-1.06317739641216	0.00103703934769087	n/a	"hypothetical protein"	PROKKA_05147
PROKKA_05147_sense	1.26464502466277	3.23259758198837e-05	0.955311425864342	0.00773603353875503	n/a	"hypothetical protein"	PROKKA_05147
PROKKA_05150_antis	-2.10080111493183	0.00447262665572562	-2.71136146897602	6.2581009833872e-06	n/a	"integrating conjugative element protein"	PROKKA_05150
PROKKA_05150_igtop	2.72317497312329	1.91465015671086e-06	2.91234429519227	7.01866644649444e-06	n/a	"integrating conjugative element protein"	PROKKA_05150
PROKKA_05150_sense	3.26246668211064	3.26499129957988e-14	2.23206102624368	5.65389712261211e-08	n/a	"integrating conjugative element protein"	PROKKA_05150
PROKKA_05151_antis	-1.3310269269278	0.0395180925343467	-1.79713741171372	0.00379719848721509	n/a	"Putative integrase regulator R protein"	PROKKA_05151
PROKKA_05151_sense	3.44971916988843	4.74349780838835e-25	2.15572036912584	3.23984668762599e-10	n/a	"Putative integrase regulator R protein"	PROKKA_05151
PROKKA_05152_igtop	4.06697894752846	1.25734458979947e-12	1.87942543694998	6.35410160317849e-05	n/a	"putative antirepressor"	PROKKA_05152
PROKKA_05152_sense	3.46150736856667	8.61999013973305e-39	2.13909375621217	2.39715487836628e-15	n/a	"putative antirepressor"	PROKKA_05152
PROKKA_05153_antis	-1.62042845087811	0.00371469057451537	-1.87932692411112	0.00110003977495763	n/a	"single-stranded DNA-binding protein"	PROKKA_05153
PROKKA_05153_igtop	5.45514835339408	0.000514912166817655	2.99926244288932	0.00920060635707321	n/a	"single-stranded DNA-binding protein"	PROKKA_05153
PROKKA_05153_sense	2.8844807423905	5.37915939492118e-32	1.62765182477483	1.46792808657344e-11	n/a	"single-stranded DNA-binding protein"	PROKKA_05153
PROKKA_05154_antis	NA	NA	-1.09448189913219	0.0435638900851864	n/a	"hypothetical protein"	PROKKA_05154
PROKKA_05154_sense	1.27074383873544	0.0316226224133506	NA	NA	n/a	"hypothetical protein"	PROKKA_05154
PROKKA_05157_igbot	NA	NA	-0.780095962577091	0.00110320463452518	n/a	"nucleic acid binding protein"	PROKKA_05157
PROKKA_05157_sense	NA	NA	-1.13801510896057	2.61286394763785e-08	n/a	"nucleic acid binding protein"	PROKKA_05157
PROKKA_05159_sense	3.37234678481069	3.83521287914983e-16	2.05347882931233	1.56715308382748e-07	topA_3	"DNA topoisomerase I"	PROKKA_05159
PROKKA_05160_igbot	NA	NA	1.13396389399631	0.0154386602405461	n/a	"cspA"	PROKKA_05160
PROKKA_05160_igtop	2.43245048085617	0.00238780382341588	2.46343877493639	0.00746890699703172	n/a	"cspA"	PROKKA_05160
PROKKA_05160_sense	-3.19920082973527	3.7871584251756e-71	-0.834103168909554	0.000148233068459447	n/a	"cspA"	PROKKA_05160
PROKKA_05161_sense	-3.137952863907	1.12329615905956e-09	NA	NA	capB_5	"cold acclimation protein B"	PROKKA_05161
PROKKA_05162_igtop	1.31207886259123	0.00156580647578709	1.48711140544515	0.00124509487866684	n/a	"hypothetical protein"	PROKKA_05162
PROKKA_05162_sense	NA	NA	1.22598213344396	0.000110372717507738	n/a	"hypothetical protein"	PROKKA_05162
PROKKA_05163_sense	2.66800029997829	3.52387677639939e-09	2.06757726219859	1.19138239113e-05	n/a	"SNF2 family helicase"	PROKKA_05163
PROKKA_05164_igtop	0.418210430523576	0.0126719939735645	NA	NA	n/a	"Gp37Gp68 family protein"	PROKKA_05164
PROKKA_05164_sense	0.636996028140876	0.000104802067269923	NA	NA	n/a	"Gp37Gp68 family protein"	PROKKA_05164
PROKKA_05165_antis	0.476629486234186	0.0169501286421972	0.487896358865259	0.0423953147903165	n/a	"hypothetical protein"	PROKKA_05165
PROKKA_05165_igtop	NA	NA	-0.680079792845376	0.00377091628342771	n/a	"hypothetical protein"	PROKKA_05165
PROKKA_05165_sense	0.402462245168567	0.0338733834061486	NA	NA	n/a	"hypothetical protein"	PROKKA_05165
PROKKA_05166_sense	1.94906702412669	0.000140199091164111	1.85228624047216	0.00297851460782845	n/a	"type IV B pilus protein"	PROKKA_05166
PROKKA_05167_sense	3.28610928165864	9.56090486299737e-16	2.21043185840494	1.07129909200275e-08	n/a	"type IVB pilus formation outer membrane protein"	PROKKA_05167
PROKKA_05168_sense	3.31917121462559	3.47625483736415e-07	2.01374411298997	0.000941187025229612	n/a	"type IV b pilus protein"	PROKKA_05168
PROKKA_05170_sense	2.91370019388785	2.72711677819007e-07	2.40346715152124	1.68028560229085e-05	xcpR_4	"general secretion pathway protein E"	PROKKA_05170
PROKKA_05171_sense	3.16241286667949	3.23314963621939e-09	1.72710295934908	0.000463095898339561	xcpS_4	"general secretion pathway protein F"	PROKKA_05171
PROKKA_05172_igtop	2.99712659307696	9.65289130584525e-09	2.1588359039438	1.68717414238398e-05	n/a	"type IV B pilus protein"	PROKKA_05172
PROKKA_05172_sense	2.81234103075547	6.7995242683263e-22	1.79183893715476	4.59804507188756e-10	n/a	"type IV B pilus protein"	PROKKA_05172
PROKKA_05173_sense	2.02349860628242	1.0981578819725e-06	1.32797552970024	0.00315622828527186	pilT_2	"twitching motility protein PilT"	PROKKA_05173
PROKKA_05174_sense	1.91709306428665	1.01889514278356e-09	1.14288457040294	0.000776575867822044	n/a	"type IV pilus protein PilV"	PROKKA_05174
PROKKA_05176_igbot	NA	NA	-0.750120516704626	0.000494124184100546	n/a	"radC"	PROKKA_05176
PROKKA_05176_igtop	2.46441115774723	4.73692357735887e-48	1.70893227462915	0.00203952856383541	n/a	"radC"	PROKKA_05176
PROKKA_05176_sense	NA	NA	1.252885498067	0.00458202981161129	n/a	"radC"	PROKKA_05176
PROKKA_05177_sense	2.74162767546642	4.50471972601263e-27	1.87123741475809	4.44026003202067e-14	n/a	"hypothetical protein"	PROKKA_05177
PROKKA_05178_igtop	2.83270523183696	4.71653451037135e-24	2.04365477307844	1.4353545926644e-13	n/a	"hypothetical protein"	PROKKA_05178
PROKKA_05178_sense	0.730361677804905	0.00152256884864523	1.09814180163006	3.16210833480843e-06	n/a	"hypothetical protein"	PROKKA_05178
PROKKA_05180_antis	1.51119765894211	0.000530928567174903	NA	NA	n/a	"radC"	PROKKA_05180
PROKKA_05180_sense	3.07614641285264	8.35871083628514e-71	1.94960755013901	8.91414829002224e-29	n/a	"radC"	PROKKA_05180
PROKKA_05181_igbot	0.984914727290516	0.0347675052139273	NA	NA	n/a	"hypothetical protein"	PROKKA_05181
PROKKA_05181_igtop	3.72459037813404	2.07105155618302e-120	1.93594264265223	6.31711592642009e-31	n/a	"hypothetical protein"	PROKKA_05181
PROKKA_05181_sense	3.63308710190891	5.07572187472132e-96	2.28272332508119	5.26042729841151e-39	n/a	"hypothetical protein"	PROKKA_05181
PROKKA_05182_igtop	4.39002157855805	2.08196815650531e-65	2.8523595817843	4.59248377990865e-35	n/a	"hypothetical protein"	PROKKA_05182
PROKKA_05182_sense	4.58976748317383	4.886567541336e-105	2.99432581669344	4.39022705102749e-51	n/a	"hypothetical protein"	PROKKA_05182
PROKKA_05183_antis	1.35480083013025	0.00763876401216041	NA	NA	n/a	"hypothetical protein"	PROKKA_05183
PROKKA_05183_igtop	4.80415280607249	1.29382285861903e-47	2.87158970965256	7.09145446786166e-29	n/a	"hypothetical protein"	PROKKA_05183
PROKKA_05183_sense	5.69925219502267	1.03783649801147e-297	3.03765941890408	3.18184217690579e-73	n/a	"hypothetical protein"	PROKKA_05183
PROKKA_05184_igbot	0.780295654027595	0.0224709269074503	NA	NA	n/a	"ABC-type amino acid transport/signal transduction systems periplasmic component/domain"	PROKKA_05184
PROKKA_05184_igtop	4.94582869717842	2.03531536249042e-219	2.90194115980654	1.54354178143397e-69	n/a	"ABC-type amino acid transport/signal transduction systems periplasmic component/domain"	PROKKA_05184
PROKKA_05184_sense	4.06153603900237	1.98000885926798e-107	2.29858572910118	1.9774550767092e-39	n/a	"ABC-type amino acid transport/signal transduction systems periplasmic component/domain"	PROKKA_05184
PROKKA_05185_sense	5.45807488334012	6.98616173165605e-147	3.22192114030544	3.7972223226334e-49	n/a	"radC"	PROKKA_05185
PROKKA_05186_igtop	5.07847283962389	3.36822283705453e-69	3.28678047129512	5.12180228251458e-45	n/a	"hypothetical protein"	PROKKA_05186
PROKKA_05186_sense	5.47085724871749	1.18122143302466e-145	2.98222985198895	1.45135656152427e-51	n/a	"hypothetical protein"	PROKKA_05186
PROKKA_05187_igtop	4.22518515794486	2.46054790030233e-05	3.65833641583482	0.000230469732396789	n/a	"hypothetical protein"	PROKKA_05187
PROKKA_05187_sense	4.18571149604174	1.8900696287999e-16	2.42307186513641	7.94164161045005e-09	n/a	"hypothetical protein"	PROKKA_05187
PROKKA_05188_sense	4.1129107719926	2.25824031089737e-23	2.3058196788	3.35778337727951e-10	n/a	"hypothetical protein"	PROKKA_05188
PROKKA_05189_sense	4.06987561511577	1.02827014437327e-27	2.85758122388837	1.95894166555967e-16	n/a	"hypothetical protein"	PROKKA_05189
PROKKA_05190_igtop	4.42947679974967	3.14722828490506e-07	2.50889494098022	0.000191408241780975	n/a	"hypothetical protein"	PROKKA_05190
PROKKA_05190_sense	4.35664784252669	2.63004127787281e-24	2.84108583282401	4.12167841839379e-15	n/a	"hypothetical protein"	PROKKA_05190
PROKKA_05191_igtop	4.88013843810165	1.40954237925041e-07	3.18817332326147	5.06541523718114e-06	n/a	"hypothetical protein"	PROKKA_05191
PROKKA_05191_sense	4.00991331735227	1.08329898705769e-05	2.49038442696617	0.0015749987814648	n/a	"hypothetical protein"	PROKKA_05191
PROKKA_05192_sense	3.67818776521336	5.72650242215116e-07	3.62309701186032	1.06145722704199e-05	n/a	"O-methyl transferase family protein"	PROKKA_05192
PROKKA_05196_igbot	0.550308686190516	0.00950262311975288	0.709132333912104	0.00151085207593151	n/a	"hypothetical protein"	PROKKA_05196
PROKKA_05196_igtop	0.645654698164897	0.00227625595552963	0.562053681808599	0.0218726296294727	n/a	"hypothetical protein"	PROKKA_05196
PROKKA_05196_sense	0.917148689876735	0.000120772688304638	0.755208543914532	0.0113676787541249	n/a	"hypothetical protein"	PROKKA_05196
PROKKA_05197_igtop	1.6863311473977	0.0354618140455517	NA	NA	n/a	"hypothetical protein"	PROKKA_05197
PROKKA_05197_sense	0.641824748065237	0.0164418872065589	NA	NA	n/a	"hypothetical protein"	PROKKA_05197
PROKKA_05198_sense	1.11067009072841	8.04264617287317e-06	0.623674395837253	0.044187234755888	n/a	"hypothetical protein"	PROKKA_05198
PROKKA_05199_sense	2.55958013725257	1.22361329483168e-59	2.03487425052284	8.67340021438341e-24	n/a	"radC"	PROKKA_05199
PROKKA_05200_igtop	1.19033669063714	4.67365791324983e-18	NA	NA	n/a	"hypothetical protein"	PROKKA_05200
PROKKA_05200_sense	1.26118167807904	2.63721736444564e-20	0.84071860007814	2.65604011945036e-07	n/a	"hypothetical protein"	PROKKA_05200
PROKKA_05201_igtop	1.11268198380702	7.22026090636158e-05	NA	NA	n/a	"hypothetical protein"	PROKKA_05201
PROKKA_05201_sense	0.892651771070524	9.34501506910713e-09	0.955932412553017	1.74327492711767e-08	n/a	"hypothetical protein"	PROKKA_05201
PROKKA_05203_sense	0.474216254891146	0.0458204066812271	NA	NA	n/a	"hypothetical protein"	PROKKA_05203
PROKKA_05204_sense	3.14744965071691	6.04557251988876e-10	2.16135267116754	1.0328803211977e-05	n/a	"methyl-accepting chemotaxis protein"	PROKKA_05204
PROKKA_05206_sense	4.68914159476795	0.00079834815993376	2.87492606925194	0.00757593832903505	n/a	"soluble lytic murein transglycosylase"	PROKKA_05206
PROKKA_05209_sense	3.36574846520529	1.30153668101658e-16	2.00371288779114	4.63646811835388e-08	n/a	"TraG/TraD family protein"	PROKKA_05209
PROKKA_05210_sense	2.66032894377049	3.556871883761e-13	1.58867022074968	2.17262483765456e-05	n/a	"integrating conjugative element membrane protein"	PROKKA_05210
PROKKA_05211_antis	0.857504761870418	4.32685468425801e-05	0.642147088596925	0.0158305637148469	n/a	"hypothetical protein"	PROKKA_05211
PROKKA_05211_sense	2.26675823209784	2.273836522795e-16	1.31002424839677	3.46952668375552e-06	n/a	"hypothetical protein"	PROKKA_05211
PROKKA_05212_igbot	0.962004433550549	0.00364207858757593	NA	NA	n/a	"DNA helicase"	PROKKA_05212
PROKKA_05212_igtop	2.17004183769464	1.05867314105261e-08	1.333640347311	0.00190470666646049	n/a	"DNA helicase"	PROKKA_05212
PROKKA_05212_sense	1.35897308294419	4.51158759169782e-09	1.0384726263742	9.82432248498011e-05	n/a	"DNA helicase"	PROKKA_05212
PROKKA_05213_antis	0.498691296799434	0.00190911019304474	NA	NA	n/a	"hypothetical protein"	PROKKA_05213
PROKKA_05213_igbot	1.62216721876952	2.20887402760306e-14	0.904259467950553	0.000239732892993502	n/a	"hypothetical protein"	PROKKA_05213
PROKKA_05213_igtop	1.6511067553043	1.64211528476882e-11	NA	NA	n/a	"hypothetical protein"	PROKKA_05213
PROKKA_05213_sense	1.0783353383081	3.91786675726331e-06	NA	NA	n/a	"hypothetical protein"	PROKKA_05213
PROKKA_05214_igbot	0.576207821215277	0.0266882093145331	0.696917521761344	0.0188235893732516	n/a	"hypothetical protein"	PROKKA_05214
PROKKA_05214_igtop	1.96833119567598	0.000364023255808282	NA	NA	n/a	"hypothetical protein"	PROKKA_05214
PROKKA_05214_sense	1.46981259910017	0.0280243660583597	2.73297078795863	0.00100750468000623	n/a	"hypothetical protein"	PROKKA_05214
PROKKA_05216_sense	3.31877391172071	4.4701300296379e-07	2.4521751653165	0.000156254425192221	n/a	"integrating conjugative element protein"	PROKKA_05216
PROKKA_05217_sense	3.58702205816827	1.16445520639725e-14	3.01309658845579	2.31969529391497e-11	n/a	"integrating conjugative element membrane protein"	PROKKA_05217
PROKKA_05218_sense	4.30474874218585	1.09103460381234e-05	1.97616757413847	0.00776779132434078	n/a	"conjugative transfer region protein"	PROKKA_05218
PROKKA_05219_sense	4.29992599216946	1.5373986704788e-15	2.46859431491784	3.60255457517102e-08	n/a	"integrating conjugative element protein"	PROKKA_05219
PROKKA_05220_sense	2.92140011373193	6.7734723767946e-09	1.58556699876959	0.00172264087613684	n/a	"integrating conjugative element protein"	PROKKA_05220
PROKKA_05221_sense	2.88654465743086	6.41024033639767e-13	1.81073110145232	2.88112009876565e-06	n/a	"integrating conjugative element protein"	PROKKA_05221
